Year,Title,Gross
2020,Made in Abyss: Dawn of the Deep Soul,4971635
2020,Godai - The Wunderkind,4948225
2020,Military Wives,4890505
2020,Panga,4886124
2020,The Tales for Old and Young,4853143
2020,Streltsov,4850073
2020,Persian Lessons,4849240
2020,The SpongeBob Movie: Sponge on the Run,4810790
2021,Spider-Man: No Way Home,1912233593
2021,The Battle at Lake Changjin,902548476
2021,"Hi, Mom",822009764
2021,No Time to Die,774153007
2021,F9: The Fast Saga,726229501
2021,Detective Chinatown 3,686257563
2021,Venom: Let There Be Carnage,506863592
2021,Godzilla vs. Kong,470116094
2021,Shang-Chi and the Legend of the Ten Rings,432243292
2021,Sing 2,408402685
2021,Eternals,402064899
2021,Dune,402027830
2021,Black Widow,379751655
2021,Free Guy,331526598
2021,A Quiet Place Part II,297372261
2021,Encanto,256786742
2021,Cruella,233503234
2021,"My Country, My Parents",221831086
2021,Jungle Cruise,220889446
2021,The Conjuring: The Devil Made Me Do It,206431050
2021,Raging Fire,205842393
2021,Ghostbusters: Afterlife,204334455
2021,Chinese Doctors,197143218
2021,Cliff Walkers,181325565
2021,The Suicide Squad,168717425
2021,Jujutsu Kaisen 0,166760828
2021,Space Jam: A New Legacy,163692228
2021,The Matrix Resurrections,157386805
2021,Peter Rabbit 2: The Runaway,153901717
2021,House of Gucci,153269161
2021,A Writer's Odyssey,150123320
2021,The Boss Baby 2: Family Business,146745280
2021,PAW Patrol: The Movie,144327371
2021,Tom & Jerry,136536687
2021,Be Somebody,132326332
2021,Halloween Kills,131647155
2021,Raya and the Last Dragon,130423032
2021,Sister,128317206
2021,The King's Man,125897478
2021,The Addams Family 2,119815153
2021,My Love,116720921
2021,Clifford the Big Red Dog,107347356
2021,Wrath of Man,103966489
2021,Detective Conan: The Scarlet Bullet,95371578
2021,Evangelion: 3.0+1.01 Thrice Upon a Time,93882453
2021,End Game,91824961
2021,Old,90146510
2021,Mortal Kombat,84426031
2021,Boonie Bears: The Wild Life,78132231
2021,Candyman,77411570
2021,The Forever Purge,76994245
2021,West Side Story,76016171
2021,1921,75159828
2021,Hitman's Wife's Bodyguard,70060492
2021,Escape Room: Tournament of Champions,65774490
2021,Belle,64666502
2021,Ron's Gone Wrong,60692022
2021,Cloudy Mountain,58348836
2021,Avatar 2021 Re-release,57995770
2021,Nobody,57510518
2021,New Gods: Nezha Reborn,56088478
2021,Upcoming,54300000
2021,Don't Breathe 2,53785551
2021,Man in Love,52946097
2021,Break Through the Darkness,52700000
2021,Schemes in Antiques,51637422
2021,Luca,51074773
2021,Belfast,49158709
2021,My Hero Academia: World Heroes' Mission,46940541
2021,The French Dispatch,46333545
2021,In the Heights,45175167
2021,Love Will Tear Us Apart,45060290
2021,Spirit Untamed,42717215
2021,Resident Evil: Welcome to Raccoon City,41914915
2021,Spiral,40618920
2021,Snake Eyes,40064325
2021,Tokyo Revengers,39714624
2021,Nightmare Alley,39629195
2021,Nomadland,39458207
2021,King Richard,39429285
2021,Arashi Anniversary Tour 5 x 20 Film: Record of Memories,38052695
2021,The Yinyang Master,37690000
2021,Rurouni Kenshin: Final Chapter Part I - The Final,36964978
2021,The Door Lock,36100000
2021,We Made a Beautiful Bouquet,35042879
2021,Malignant,34891791
2021,Licorice Pizza,33274040
2021,Respect,32882823
2021,Big Red Envelope,32800000
2021,Masquerade Night,32287400
2021,Once Upon a Time in Hong Kong,32218874
2021,Home Sweet Home,32178677
2021,The Little Things,30842746
2021,The Unholy,30832137
2021,The Last Duel,30552111
2021,Escape from Mogadishu,29902716
2021,Master,28692230
2021,The Last Warrior: Root of Evil,28357398
2021,The Last Warrior: A Messenger of Darkness,27052365
2021,American Underdog,26514814
2021,Chaos Walking,26508132
2021,The Courier,26001227
2021,Spencer,25246967
2021,Parallel Mothers,23099858
2021,The Marksman,23076711
2021,99.9 Criminal Lawyer: The Movie,23055069
2021,Last Night in Soho,22957625
2021,The Day We Lit Up the Sky,22500000
2021,School of Magical Animals,21984454
2021,Kaamelott: First Installment,21979122
2021,After We Fell,21753705
2021,Rurouni Kenshin: Final Chapter Part II - The Beginning,21318560
2021,Wish Dragon,21120000
2021,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,20752104
2021,Stillwater,19754272
2021,The Wolf and the Lion,19510578
2021,Les Tuche 4,19259766
2021,Dear Evan Hansen,19133454
2021,Those Who Wish Me Dead,19107200
2021,The Pioneer,18900000
2021,The Green Knight,18887953
2021,Antlers,18867659
2021,Sinkhole,18816801
2021,Mobile Suit Gundam: Hathaway,18731309
2021,The Stronghold,18066143
2021,"Dad, I'm Sorry",17480489
2021,Gintama: The Final,17252960
2021,Railway Heroes,17223704
2021,Your Turn to Kill,16511822
2021,Cry Macho,16510734
2021,Reminiscence,16400193
2021,Legend No. 17,16096860
2021,Upon the Magic Roads,15990882
2021,Harry Potter and the Sorcerer's Stone 2021 Re-release,15591681
2021,The Dry,15576286
2021,The Night House,15437703
2021,Drive My Car,15356046
2021,Minari,15288578
2021,Something About Love,15204017
2021,Anita,15017470
2021,The Tomorrow War,14400000
2021,And So the Baton Is Passed,14368469
2021,Sword Art Online: Progressive - Aria of a Starless Night,14032747
2021,Christmas with the Chosen: The Messengers,13728000
2021,Eiffel,13649605
2021,OSS 117: From Africa with Love,13457801
2021,Hostage: Missing Celebrity,13174292
2021,Vakeel Saab,13056490
2021,The Many Saints of Newark,13037403
2021,The Monkey King: Reborn,13017088
2021,No Escapes,12916151
2021,The Bodin's in the Land of Smile,12872253
2021,The Worst Person in the World,12687507
2021,Character,12628017
2021,On the Line,12522284
2021,On Your Mark,12100000
2021,Stand by Me,11900000
2021,The Fable: The Killer Who Doesn't Kill,11325545
2021,What Did You Eat Yesterday?,11320893
2021,Aline,11149943
2021,Krack,10442916
2021,The Last Warrior,10363914
2021,Kaiserschmarrndrama,10357720
2021,"Caution, Hazardous Wife: The Movie",10356359
2021,Detective Conan: The Scarlet Alibi,10308627
2021,Never Stop,10224935
2021,Ainbo,10172403
2021,Eiga Sumikkogurashi: Aoi tsukiyo no mahô no ko,9742510
2021,Black Box,9738741
2021,The Soul,9600000
2021,¡A todo tren! Destino Asturias,9544171
2021,Baragaki: Unbroken Samurai,9481437
2021,Dad,9267397
2021,The Lord of the Rings: The Fellowship of the Ring 2021 Re-release,8990599
2021,All About My Mother,8900000
2021,Moonbound,8863659
2021,The Eleventh Chapter,8844997
2021,The Medium,8826689
2021,The Vault,8803864
2021,Kaguya-sama: Love Is War,8794981
2021,The Protégé,8737253
2021,Lost Illusions,8635184
2021,Agent Backkom: King's Bear,8578734
2021,Pil's Adventures,8567345
2021,Honey Lemon Soda,8441488
2021,Delicious,8371523
2021,I Don't Have Any Money Left in My Retirement Account,8204616
2021,Girls to Buy,8177284
2021,Green Snake,8170000
2021,New Happy Dad and Son 4,8070000
2021,Sunny Sisters,7880000
2021,Contra,7762797
2021,Hard Hit,7658021
2021,Little Canned Men,7600000
2021,Pushpa: The Rise - Part 1,7592374
2021,The Mauritanian,7527030
2021,The Ice Road,7502846
2021,Judas and the Black Messiah,7478009
2021,Love Letter 2021 Re-release,7400000
2021,Signal: The Movie,7388603
2022,Avatar: The Way of Water,2320250281
2022,Top Gun: Maverick,1495696292
2022,Jurassic World Dominion,1001978080
2022,Doctor Strange in the Multiverse of Madness,955775804
2022,Minions: The Rise of Gru,940203765
2022,Black Panther: Wakanda Forever,859208836
2022,The Batman,772245583
2022,Thor: Love and Thunder,760928081
2022,Water Gate Bridge,626571697
2022,Puss in Boots: The Last Wish,481705474
2022,Moon Man,460237662
2022,Fantastic Beasts: The Secrets of Dumbledore,407150844
2022,Uncharted,407141258
2022,Sonic the Hedgehog 2,405421518
2022,Black Adam,393452111
2022,Elvis,287740048
2022,The Bad Guys,250387888
2022,Bullet Train,239268602
2022,Lightyear,226425420
2022,Smile,217408513
2022,Too Cool to Kill,217254604
2022,Nice View,211019042
2022,DC League of Super-Pets,207557117
2022,The Lost City,192907684
2022,M3GAN,180089109
2022,One Piece Film: Red,171319579
2022,Nope,171235592
2022,Ticket to Paradise,168770985
2022,Morbius,167460961
2022,RRR,165955146
2022,The Black Phone,161440742
2022,The First Slam Dunk,152918859
2022,Where the Crawdads Sing,144353965
2022,Everything Everywhere All at Once,139405704
2022,Scream,137743924
2022,Death on the Nile,137307235
2022,Suzume,132181655
2022,A Man Called Otto,113190218
2022,"Lyle, Lyle, Crocodile",110999085
2022,Halloween Ends,104374176
2022,The Roundup,101166707
2022,The Woman King,97562514
2022,Downton Abbey: A New Era,92651384
2022,K.G.F: Chapter 2,89123940
2022,Don't Worry Darling,87609403
2022,Dragon Ball Super: Super Hero,86562140
2022,Dog,84485461
2022,Jackass Forever,80563999
2022,The Menu,79628200
2022,Chebi: My Fluffy Friend,77609926
2022,Avatar 2022  Re-release,76012917
2022,Violent Night,76004405
2022,Strange World,73621640
2022,Detective Conan: The Bride of Halloween,72699093
2022,The Northman,69633110
2022,Moonfall,67319703
2022,Babylon,63562440
2022,Whitney Houston: I Wanna Dance with Somebody,59806881
2022,Beast,59095809
2022,The Whale,57615635
2022,Hansan: Rising Dragon,57490985
2022,Confidential Assignment 2: International,54486330
2022,Ambulance,52303589
2022,Marry Me,50541093
2022,Brahmastra Part One: Shiva,50164785
2022,The Banshees of Inisherin,49262687
2022,The Fabelmans,45647323
2022,Barbarian,45352337
2022,Prey for the Devil,44658929
2022,Paws of Fury: The Legend of Hank,42431358
2022,The Invitation,38036130
2022,Orphan: First Kill,37083743
2022,Matilda: The Musical,35617120
2022,Kingdom II: Harukanaru Daichi e,34963395
2022,The Bob's Burgers Movie,34148750
2022,Skyfall 2021 Re-release,33943406
2022,Hunt,33821338
2022,Tad the Lost Explorer and the Emerald Tablet,32849430
2022,BTS Permission to Dance on Stage - Seoul: Live Viewing,32600000
2022,Shin Ultraman,32137136
2022,Amsterdam,31245810
2022,Mrs. Harris Goes to Paris,30947403
2022,Vikram,29837637
2022,The Unbearable Weight of Massive Talent,29116320
2022,Tár,29048571
2022,Serial (Bad) Weddings 3,27832384
2022,The 355,27827745
2022,The Night Owl,26719364
2022,Triangle of Sadness,26214659
2022,The Last 10 Years,25626118
2022,Calendar Girls,25433615
2022,The Kashmir Files,24821898
2022,Hero,24392492
2022,The Confidence Man JP: Episode of the Hero,23214581
2022,The Witch: Part 2 - The Other One,23068596
2022,Decision to Leave,22581906
2022,6/45,22263336
2022,Doraemon the Movie: Nobita's Little Star Wars 2021,22044058
2022,See How They Run,21966634
2022,Ponniyin Selvan: Part I,21888295
2022,Monster,21875460
2022,Devotion,21768133
2022,Silent Parade,21723595
2022,Father Stu,21592379
2022,Turning Red,21521622
2022,Emergency Declaration,21400327
2022,The Amazing Maurice,21115581
2022,Crayon Shin-chan: Mononoke Ninja Chinpuden,20617005
2022,Three Thousand Years of Longing,20282422
2022,School of Magical Animals 2,19678845
2022,After Ever Happy,19238073
2022,Simone: Woman of the Century,19167164
2022,Beast,18911959
2022,Broker,18851416
2022,Godfather,18737287
2022,Bhool Bhulaiyaa 2,18307258
2022,November,18200422
2022,Fragments of the Last Will,17954691
2022,The Quintessential Quintuplets Movie,17506171
2022,Fall,17363261
2022,Even If This Love Disappears from the World Tonight,16848229
2022,Wunderschön,16719291
2022,Father There Is Only One 3,16401315
2022,Dr. Coto's Clinic,16062841
2022,Radhe Shyam,15954804
2022,Blacklight,15902207
2022,Operation Mincemeat,15710164
2022,Maison de retraite,15570823
2022,"Utapri Movie 2, Uta No Prince-Sama Maji Love Starish Tours Movie",15569229
2022,Bheemla Nayak,15243922
2022,Bones and All,15234907
2022,Terrifier 2,15065239
2022,Firestarter,15039250
2022,The Wolf of Wall Street 2022 Re-release,15038738
2022,Bros,14781867
2022,Superwho?,14770359
2022,X,14740889
2022,The Chosen Season 3: Episode 1 & 2,14679613
2022,The Duke,14233027
2022,Sarkaru Vaari Paata,14199018
2022,She Said,13944212
2022,Bodies Bodies Bodies,13929670
2022,Memory,13897255
2022,The Legend of Maula Jatt,13842815
2022,Glass Onion,13280000
2022,Valimai,13276393
2022,Moonage Daydream,13095781
2022,Easter Sunday,13074255
2022,Living,12377310
2022,Guglhupfgeschwader,12307072
2022,Laal Singh Chaddha,12093536
2022,Alienoid,12067556
2022,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,11631738
2022,Till,11498884
2022,Jug Jugg Jeeyo,11467726
2022,Empire of Light,11395604
2022,The Eight Mountains,11374178
2022,Bergen,11325405
2022,Rise,11252331
2022,Men,11152071
2022,Chickenhare and the Hamster of Darkness,10885116
2022,Warriors of Future,10490328
2022,Jurassic Park 2022 Re-release,10380250
2022,Land of Legends,10357479
2022,The Pirates: The Last Royal Treasure,10258331
2022,Vaillante,10143170
2022,Table for Six,10138355
2022,The Beasts,10067896
2022,Smack Dab Kakha,9995945
2022,F3: Fun and Frustration,9849193
2022,"Good Luck to You, Leo Grande",9795364
2022,Pearl,9747742
2022,Rheingold,9701300
2022,Spider-Man: No Way Home 2022 Re-release,9613518
2022,Redeeming Love,9464198
2022,Women Talking,9276103
2022,Sword Art Online the Movie: Progressive - Scherzo of Deep Night,9071701
2022,Samrat Prithviraj,8568339
2022,Aftersun,8459155
2022,Life Is Beautiful,8458639
2022,Yolki 9,8385030
2022,Don,8287406
2022,Shotgun Wedding,8277788
2022,Vikram Vedha,8234166
2022,Re/Member,8166175
2022,Rabbit Academy: Mission Eggpossible,8080568
2022,Acharya,8048175
2022,Il grande giorno,8021940
2022,The Tatta's,8000956
2022,Ducobu 4 President,7858171
2022,Phases of the Moon,7564756
2022,777 Charlie,7523995
2022,Finnick,7418822
2022,Bachchhan Paandey,7387882
2022,Lesson in Murder,7348964
2022,Family Affairs,7330755
2022,Listy do M. 5,7328061
2022,Laid-Back Camp Movie,7317913
2022,Osomatsusan the Movie 2022 Re-release,7297522
2022,The New Toy,7295051
2023,Barbie,1445638421
2023,The Super Mario Bros. Movie,1362034072
2023,Oppenheimer,972444774
2023,Guardians of the Galaxy Vol. 3,845555777
2023,Fast X,704875015
2023,Spider-Man: Across the Spider-Verse,690615475
2023,Wonka,632302312
2023,The Little Mermaid,569626289
2023,Mission: Impossible - Dead Reckoning Part One,567535383
2023,Elemental,496444308
2023,Ant-Man and the Wasp: Quantumania,476071180
2023,John Wick: Chapter 4,440157245
2023,Transformers: Rise of the Beasts,438966392
2023,Aquaman and the Lost Kingdom,434381226
2023,Meg 2: The Trench,397700317
2023,Indiana Jones and the Dial of Destiny,383963057
2023,The Hunger Games: The Ballad of Songbirds & Snakes,337371917
2023,Migration,297404638
2023,Five Nights at Freddy's,291493620
2023,Creed III,276148615
2023,The Flash,271333313
2023,The Nun II,269467073
2023,Taylor Swift: The Eras Tour,261656269
2023,Wish,254971753
2023,Sound of Freedom,250570396
2023,Napoleon,221039523
2023,Anyone But You,219418334
2023,Trolls Band Together,209314496
2023,Dungeons & Dragons: Honor Among Thieves,208177026
2023,The Marvels,206136557
2023,PAW Patrol: The Mighty Movie,202231360
2023,The Equalizer 3,191067560
2023,Insidious: The Red Door,189086877
2023,Teenage Mutant Ninja Turtles: Mutant Mayhem,180513586
2023,The Boy and the Heron,173407313
2023,Scream VI,168961389
2023,Killers of the Flower Moon,157026901
2023,Evil Dead Rise,147033054
2023,The Exorcist: Believer,136284218
2023,Shazam! Fury of the Gods,134038006
2023,Blue Beetle,130788072
2023,A Haunting in Venice,122290456
2023,Gran Turismo,122101055
2023,Haunted Mansion,117449790
2023,Poor Things,117403988
2023,Godzilla Minus One,115857413
2023,Pathaan,112583450
2023,Saw X,111823047
2023,Detective Conan: Black Iron Submarine,106771806
2023,The Creator,104272136
2023,12.12: The Day,97476565
2023,Animal,92870227
2023,Talk to Me,92181735
2023,Air,90060106
2023,Cocaine Bear,88314672
2023,No Hard Feelings,87256407
2023,The Roundup: No Way Out,83410298
2023,The Pope's Exorcist,76987621
2023,Plane,74515586
2023,Titanic 25 Year Anniversary,70157472
2023,The Color Purple,67519191
2023,The Boogeyman,67307243
2023,Frozen 2023 Re-release (Sing -A-Long),62846398
2023,65,60730568
2023,Spy x Family Code: White,57830917
2023,Magic Mike's Last Dance,57105156
2023,Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,56319794
2023,The Boys in the Boat,55439737
2023,Knock at the Cabin,54760947
2023,Mummies,54475970
2023,Jesus Revolution,54295801
2023,Asteroid City,53857743
2023,One Life,51155555
2023,Operation Fortune: Ruse de Guerre,48983306
2023,Missing,48767848
2023,The Zone of Interest,48575395
2023,Thanksgiving,46553280
2023,Asterix & Obelix: The Middle Kingdom,46497678
2023,Ruby Gillman: Teenage Kraken,45528749
2023,There's Still Tomorrow,45344182
2023,The Iron Claw,45128828
2023,The Holdovers,44637335
2023,Renaissance: A Film by Beyoncé,43989684
